usuario_id,restaurante_id,puntuacion,fecha,comentario
341,140,3,2026-05-13,La comida estuvo deliciosa.
231,138,4,2025-11-11,Buena relación entre precio y calidad.
420,94,1,2025-05-12,La comida estuvo deliciosa.
398,128,2,2025-01-06,El servicio puede mejorar.
492,93,3,2026-04-30,La experiencia fue aceptable.
256,23,3,2025-08-30,La atención fue rápida.
17,63,3,2025-02-17,El servicio puede mejorar.
429,143,1,2024-07-20,El ambiente fue agradable.
332,125,4,2025-12-01,Muy buena experiencia.
169,7,3,2025-10-21,Muy buena experiencia.
197,121,3,2025-07-04,Regresaría nuevamente.
418,159,4,2025-01-06,Regresaría nuevamente.
414,133,2,2024-07-17,La experiencia fue aceptable.
92,34,5,2025-10-27,Los platillos estuvieron bien preparados.
154,59,3,2026-02-26,La comida estuvo deliciosa.
293,66,3,2026-02-20,El ambiente fue agradable.
328,193,5,2024-07-22,La atención fue rápida.
264,133,2,2025-07-15,El ambiente fue agradable.
465,79,5,2025-06-06,Buena relación entre precio y calidad.
436,25,2,2025-07-19,El ambiente fue agradable.
179,73,5,2024-09-10,La comida estuvo deliciosa.
131,95,3,2024-12-29,Buena relación entre precio y calidad.
362,1,3,2025-04-02,La experiencia fue aceptable.
91,24,4,2025-08-20,El ambiente fue agradable.
319,151,1,2024-07-19,El ambiente fue agradable.
354,153,4,2025-12-06,El servicio puede mejorar.
187,147,3,2025-09-14,Excelente servicio y comida.
256,53,1,2025-08-18,El servicio puede mejorar.
37,105,1,2024-08-10,La atención fue rápida.
109,141,4,2024-11-03,El ambiente fue agradable.
53,125,3,2025-08-22,La experiencia fue aceptable.
31,71,5,2024-07-16,La atención fue rápida.
61,90,5,2024-11-23,La comida estuvo deliciosa.
144,88,5,2025-03-27,Buena relación entre precio y calidad.
434,116,4,2025-10-03,Los platillos estuvieron bien preparados.
452,3,3,2025-06-04,Buena relación entre precio y calidad.
224,105,2,2024-10-02,Muy buena experiencia.
319,45,5,2025-11-16,El ambiente fue agradable.
307,119,5,2026-05-30,El servicio puede mejorar.
44,20,1,2024-10-25,Muy buena experiencia.
110,118,1,2024-11-21,Excelente servicio y comida.
178,177,1,2024-07-12,El servicio puede mejorar.
221,12,3,2025-12-23,Los platillos estuvieron bien preparados.
372,8,5,2024-06-25,La comida estuvo deliciosa.
453,186,2,2025-03-18,Muy buena experiencia.
208,81,3,2024-10-17,El servicio puede mejorar.
67,126,5,2026-03-02,La atención fue rápida.
466,6,4,2025-10-27,Excelente servicio y comida.
369,94,1,2026-01-06,El servicio puede mejorar.
498,21,2,2025-10-02,Excelente servicio y comida.
39,13,5,2026-02-26,Regresaría nuevamente.
454,27,4,2024-09-25,La experiencia fue aceptable.
107,39,5,2024-12-02,Muy buena experiencia.
78,81,3,2026-04-05,Excelente servicio y comida.
153,19,3,2025-09-24,La experiencia fue aceptable.
352,122,2,2026-04-25,La experiencia fue aceptable.
495,46,2,2025-08-16,Los platillos estuvieron bien preparados.
424,140,1,2025-02-25,Muy buena experiencia.
386,88,1,2024-07-07,La atención fue rápida.
384,97,4,2024-09-17,El servicio puede mejorar.
131,88,4,2025-08-11,La experiencia fue aceptable.
34,86,4,2025-10-09,La experiencia fue aceptable.
273,107,2,2025-12-27,El servicio puede mejorar.
396,27,1,2024-09-04,El ambiente fue agradable.
159,35,1,2025-02-04,Regresaría nuevamente.
412,114,4,2024-07-09,Buena relación entre precio y calidad.
419,164,1,2025-12-13,Regresaría nuevamente.
405,93,5,2025-09-03,Los platillos estuvieron bien preparados.
386,192,4,2024-08-19,Muy buena experiencia.
291,126,5,2026-03-07,Regresaría nuevamente.
393,128,1,2025-11-15,Los platillos estuvieron bien preparados.
173,158,3,2024-07-23,La experiencia fue aceptable.
148,63,3,2025-09-21,La comida estuvo deliciosa.
97,56,1,2025-07-10,Buena relación entre precio y calidad.
382,178,4,2025-04-06,El servicio puede mejorar.
196,185,2,2025-08-29,La comida estuvo deliciosa.
306,78,1,2025-01-01,El servicio puede mejorar.
195,193,3,2026-06-18,El ambiente fue agradable.
157,23,3,2025-03-15,El ambiente fue agradable.
387,156,5,2025-10-23,Buena relación entre precio y calidad.
138,54,1,2026-03-22,La comida estuvo deliciosa.
252,159,4,2025-06-10,El ambiente fue agradable.
484,45,4,2024-09-16,Excelente servicio y comida.
248,161,2,2025-05-17,Muy buena experiencia.
139,167,5,2025-07-15,El servicio puede mejorar.
486,168,1,2026-01-17,Excelente servicio y comida.
260,170,3,2025-07-13,El servicio puede mejorar.
273,174,5,2026-03-19,Los platillos estuvieron bien preparados.
252,158,3,2026-05-24,El servicio puede mejorar.
388,185,1,2025-10-01,La atención fue rápida.
433,152,3,2026-03-23,Los platillos estuvieron bien preparados.
215,148,2,2025-03-09,El servicio puede mejorar.
119,71,1,2025-04-12,El servicio puede mejorar.
252,14,5,2025-05-15,El ambiente fue agradable.
340,85,1,2025-01-04,El servicio puede mejorar.
119,191,2,2025-12-02,Regresaría nuevamente.
44,170,4,2024-08-06,Buena relación entre precio y calidad.
428,185,4,2025-05-16,Los platillos estuvieron bien preparados.
74,68,5,2024-07-13,La experiencia fue aceptable.
124,82,2,2025-10-31,Excelente servicio y comida.
223,156,3,2025-03-29,La atención fue rápida.
401,95,5,2025-07-01,Buena relación entre precio y calidad.
58,81,3,2024-12-20,Regresaría nuevamente.
122,12,5,2024-07-18,Regresaría nuevamente.
28,137,4,2025-11-27,El ambiente fue agradable.
218,121,5,2024-09-10,La experiencia fue aceptable.
412,196,3,2024-07-19,La atención fue rápida.
159,75,1,2025-08-21,Los platillos estuvieron bien preparados.
100,122,4,2025-08-16,La atención fue rápida.
498,39,2,2026-05-24,El ambiente fue agradable.
50,156,5,2024-08-25,Muy buena experiencia.
357,118,2,2025-06-04,Los platillos estuvieron bien preparados.
186,116,1,2024-12-28,Regresaría nuevamente.
135,58,4,2024-10-05,Buena relación entre precio y calidad.
179,142,4,2026-03-31,La atención fue rápida.
135,74,2,2026-01-11,La comida estuvo deliciosa.
50,122,5,2026-02-15,Muy buena experiencia.
53,103,3,2025-08-06,La comida estuvo deliciosa.
252,99,5,2024-07-03,Excelente servicio y comida.
77,130,4,2025-02-04,El ambiente fue agradable.
449,16,4,2025-09-15,La comida estuvo deliciosa.
28,80,2,2026-05-04,Excelente servicio y comida.
111,56,4,2025-10-06,Muy buena experiencia.
210,65,1,2025-09-22,Excelente servicio y comida.
175,177,2,2024-11-13,La atención fue rápida.
330,31,4,2024-11-25,Regresaría nuevamente.
413,112,3,2025-12-10,La atención fue rápida.
312,27,1,2024-10-22,La experiencia fue aceptable.
298,152,5,2026-04-01,La atención fue rápida.
406,196,5,2025-09-01,Muy buena experiencia.
351,15,1,2025-12-10,La experiencia fue aceptable.
134,41,1,2024-07-21,Buena relación entre precio y calidad.
360,16,3,2025-05-05,La atención fue rápida.
34,164,2,2025-01-03,La experiencia fue aceptable.
404,39,4,2026-01-04,La experiencia fue aceptable.
301,192,1,2025-03-29,Los platillos estuvieron bien preparados.
323,30,3,2026-03-17,El servicio puede mejorar.
96,113,2,2025-08-23,La comida estuvo deliciosa.
436,99,2,2025-11-22,El ambiente fue agradable.
361,143,1,2024-08-07,Muy buena experiencia.
260,27,4,2026-01-18,Buena relación entre precio y calidad.
96,178,1,2024-12-12,La comida estuvo deliciosa.
497,140,5,2024-07-24,Regresaría nuevamente.
211,62,1,2025-09-05,Los platillos estuvieron bien preparados.
55,62,1,2025-11-04,Regresaría nuevamente.
164,123,5,2025-07-08,La experiencia fue aceptable.
300,181,3,2025-03-24,Excelente servicio y comida.
187,175,1,2025-06-11,La comida estuvo deliciosa.
39,21,1,2026-04-23,El ambiente fue agradable.
57,161,5,2025-01-27,El servicio puede mejorar.
374,148,3,2025-05-09,Muy buena experiencia.
19,118,5,2025-05-27,La atención fue rápida.
70,35,3,2025-06-01,Excelente servicio y comida.
85,129,2,2025-06-03,El ambiente fue agradable.
8,70,4,2024-10-16,Los platillos estuvieron bien preparados.
449,174,2,2026-03-23,Muy buena experiencia.
408,180,4,2025-05-09,El servicio puede mejorar.
280,84,3,2024-10-27,Buena relación entre precio y calidad.
265,185,5,2025-03-27,El ambiente fue agradable.
153,24,1,2025-01-09,Excelente servicio y comida.
480,190,4,2026-01-25,La atención fue rápida.
113,156,1,2025-06-05,Buena relación entre precio y calidad.
196,26,3,2024-10-09,Los platillos estuvieron bien preparados.
75,16,5,2025-03-11,Muy buena experiencia.
262,33,4,2025-05-13,Regresaría nuevamente.
383,10,3,2025-03-04,La comida estuvo deliciosa.
404,98,3,2025-10-25,Excelente servicio y comida.
209,62,1,2026-06-12,Regresaría nuevamente.
242,173,4,2024-08-18,El ambiente fue agradable.
195,3,1,2026-05-03,Buena relación entre precio y calidad.
494,33,5,2025-05-28,El servicio puede mejorar.
241,71,1,2026-03-09,La experiencia fue aceptable.
53,106,3,2025-07-21,Los platillos estuvieron bien preparados.
255,151,5,2025-01-28,Muy buena experiencia.
66,92,3,2024-07-25,Buena relación entre precio y calidad.
436,71,5,2024-12-17,El servicio puede mejorar.
413,157,4,2025-02-28,Los platillos estuvieron bien preparados.
484,96,2,2025-07-02,Los platillos estuvieron bien preparados.
112,163,1,2025-07-20,Muy buena experiencia.
185,173,5,2026-03-19,Muy buena experiencia.
444,172,3,2026-01-06,La atención fue rápida.
405,58,5,2025-02-02,Buena relación entre precio y calidad.
242,13,2,2024-12-21,Regresaría nuevamente.
401,122,4,2025-11-07,Buena relación entre precio y calidad.
324,53,2,2026-05-17,El servicio puede mejorar.
264,1,2,2024-12-12,Los platillos estuvieron bien preparados.
418,153,2,2024-10-15,Los platillos estuvieron bien preparados.
402,24,4,2025-03-02,La comida estuvo deliciosa.
464,2,1,2025-06-20,La atención fue rápida.
262,17,2,2025-08-10,La atención fue rápida.
455,193,1,2025-11-16,La comida estuvo deliciosa.
126,75,5,2025-08-01,Buena relación entre precio y calidad.
89,78,1,2026-02-26,La comida estuvo deliciosa.
115,36,2,2026-04-25,El servicio puede mejorar.
119,129,1,2024-12-09,El ambiente fue agradable.
471,115,4,2024-08-27,Los platillos estuvieron bien preparados.
177,97,4,2024-12-27,Regresaría nuevamente.
23,70,4,2025-02-16,La experiencia fue aceptable.
219,171,1,2025-05-08,El servicio puede mejorar.
435,21,3,2026-03-27,La atención fue rápida.
448,61,3,2024-08-18,La atención fue rápida.
138,92,4,2025-07-24,La comida estuvo deliciosa.
364,59,4,2024-12-11,Excelente servicio y comida.
150,171,4,2026-02-01,La atención fue rápida.
358,200,5,2025-02-26,Buena relación entre precio y calidad.
101,54,4,2025-03-01,La experiencia fue aceptable.
150,98,1,2025-10-05,Excelente servicio y comida.
322,108,1,2025-02-12,La comida estuvo deliciosa.
457,113,1,2025-10-21,Buena relación entre precio y calidad.
112,43,1,2024-11-12,La experiencia fue aceptable.
120,92,4,2024-06-23,El servicio puede mejorar.
376,32,3,2024-09-06,Buena relación entre precio y calidad.
4,165,5,2025-04-11,Regresaría nuevamente.
127,128,2,2026-06-06,Los platillos estuvieron bien preparados.
33,164,1,2025-03-03,Regresaría nuevamente.
482,68,3,2026-03-25,El ambiente fue agradable.
335,51,1,2026-02-01,La comida estuvo deliciosa.
159,188,3,2024-07-14,La comida estuvo deliciosa.
349,1,4,2025-11-21,La atención fue rápida.
113,75,3,2024-08-10,La experiencia fue aceptable.
420,132,5,2025-09-25,La atención fue rápida.
156,160,5,2025-02-01,El ambiente fue agradable.
145,184,3,2026-02-12,Excelente servicio y comida.
143,159,3,2025-10-21,Los platillos estuvieron bien preparados.
371,125,5,2025-11-02,Muy buena experiencia.
411,195,3,2024-11-24,La experiencia fue aceptable.
348,126,1,2026-03-01,La atención fue rápida.
452,76,1,2025-01-27,La atención fue rápida.
281,164,4,2026-02-19,Muy buena experiencia.
230,199,4,2026-05-14,El servicio puede mejorar.
491,100,1,2025-04-25,La comida estuvo deliciosa.
49,64,2,2025-12-22,Excelente servicio y comida.
228,146,3,2025-07-08,Excelente servicio y comida.
50,135,5,2026-06-05,La atención fue rápida.
204,23,2,2025-11-28,Regresaría nuevamente.
398,40,5,2025-06-06,La experiencia fue aceptable.
71,121,5,2025-11-07,Regresaría nuevamente.
97,185,4,2025-12-26,Regresaría nuevamente.
464,140,4,2025-05-30,Excelente servicio y comida.
191,142,5,2026-06-07,Los platillos estuvieron bien preparados.
275,187,5,2024-06-26,Los platillos estuvieron bien preparados.
370,64,1,2024-07-09,Buena relación entre precio y calidad.
104,134,4,2026-02-17,Muy buena experiencia.
85,184,2,2025-10-02,Los platillos estuvieron bien preparados.
444,85,2,2025-12-02,Los platillos estuvieron bien preparados.
65,185,3,2025-06-28,El servicio puede mejorar.
336,146,1,2025-01-29,Los platillos estuvieron bien preparados.
86,2,2,2025-04-29,El servicio puede mejorar.
432,140,2,2025-12-11,La experiencia fue aceptable.
406,140,1,2025-10-10,El ambiente fue agradable.
304,141,3,2025-12-26,Regresaría nuevamente.
162,167,2,2025-01-26,La atención fue rápida.
115,170,5,2024-08-15,La comida estuvo deliciosa.
88,76,5,2025-10-23,Buena relación entre precio y calidad.
82,9,1,2025-07-19,Buena relación entre precio y calidad.
381,186,1,2026-02-27,Muy buena experiencia.
76,46,1,2024-08-06,Los platillos estuvieron bien preparados.
226,45,2,2026-01-28,La comida estuvo deliciosa.
467,39,5,2024-09-10,La experiencia fue aceptable.
241,142,4,2026-01-27,Muy buena experiencia.
207,142,1,2026-04-08,Regresaría nuevamente.
334,129,4,2024-11-08,La atención fue rápida.
131,177,5,2025-12-16,Los platillos estuvieron bien preparados.
294,135,4,2026-03-01,Regresaría nuevamente.
298,186,3,2025-07-27,La atención fue rápida.
83,194,2,2026-02-17,El servicio puede mejorar.
390,143,3,2026-04-25,El ambiente fue agradable.
282,5,2,2025-04-01,La experiencia fue aceptable.
488,159,2,2026-06-14,El ambiente fue agradable.
211,108,1,2025-04-18,La atención fue rápida.
21,95,3,2025-08-07,Buena relación entre precio y calidad.
9,180,3,2025-01-19,Buena relación entre precio y calidad.
427,117,2,2025-08-29,Los platillos estuvieron bien preparados.
303,51,2,2024-09-07,La atención fue rápida.
72,7,4,2025-05-29,Excelente servicio y comida.
490,155,2,2025-01-24,Los platillos estuvieron bien preparados.
263,114,5,2024-07-22,La atención fue rápida.
133,164,1,2026-03-05,El servicio puede mejorar.
406,51,3,2026-05-19,El ambiente fue agradable.
114,67,5,2025-05-15,El ambiente fue agradable.
207,36,1,2024-07-25,El ambiente fue agradable.
141,90,5,2026-04-12,Excelente servicio y comida.
194,82,3,2025-06-26,Muy buena experiencia.
45,97,2,2025-06-09,El ambiente fue agradable.
268,72,4,2026-01-15,La atención fue rápida.
336,14,5,2024-10-12,Excelente servicio y comida.
128,119,5,2025-01-19,El servicio puede mejorar.
62,57,5,2025-08-11,Muy buena experiencia.
189,55,1,2026-01-17,El ambiente fue agradable.
397,84,5,2026-03-15,Excelente servicio y comida.
274,157,4,2025-06-28,Excelente servicio y comida.
139,163,1,2025-08-15,La comida estuvo deliciosa.
309,61,5,2025-05-10,La experiencia fue aceptable.
404,113,4,2026-05-15,El ambiente fue agradable.
123,24,5,2024-07-26,El servicio puede mejorar.
492,135,5,2025-08-28,El ambiente fue agradable.
488,72,1,2025-01-29,El servicio puede mejorar.
377,85,4,2025-11-17,Buena relación entre precio y calidad.
51,1,1,2025-12-06,Regresaría nuevamente.
132,110,2,2026-01-13,Buena relación entre precio y calidad.
53,192,4,2024-07-13,Buena relación entre precio y calidad.
254,140,2,2024-08-16,El servicio puede mejorar.
150,5,3,2025-04-15,Excelente servicio y comida.
101,104,3,2025-10-15,Excelente servicio y comida.
389,14,4,2026-05-13,El ambiente fue agradable.
26,140,3,2026-04-19,La experiencia fue aceptable.
251,92,3,2025-11-26,La comida estuvo deliciosa.
46,18,3,2024-07-06,Buena relación entre precio y calidad.
3,7,5,2025-06-02,Buena relación entre precio y calidad.
338,147,3,2025-11-02,Muy buena experiencia.
229,62,5,2024-10-04,Los platillos estuvieron bien preparados.
252,56,1,2026-05-10,Los platillos estuvieron bien preparados.
154,67,5,2026-02-18,Muy buena experiencia.
24,58,4,2024-12-03,Muy buena experiencia.
19,199,3,2024-09-16,La experiencia fue aceptable.
225,89,1,2025-10-13,La experiencia fue aceptable.
57,30,2,2024-12-25,Buena relación entre precio y calidad.
114,136,3,2024-07-15,La comida estuvo deliciosa.
113,39,3,2024-12-22,El ambiente fue agradable.
24,8,1,2025-09-21,La experiencia fue aceptable.
221,158,2,2024-09-09,La experiencia fue aceptable.
359,97,1,2026-06-14,El servicio puede mejorar.
451,102,4,2026-01-09,Buena relación entre precio y calidad.
350,70,1,2025-03-28,Los platillos estuvieron bien preparados.
411,49,4,2025-05-24,El ambiente fue agradable.
21,32,4,2026-04-26,La atención fue rápida.
416,152,3,2025-11-02,El servicio puede mejorar.
24,11,3,2026-02-08,La comida estuvo deliciosa.
133,197,1,2025-03-20,Regresaría nuevamente.
261,66,3,2025-10-31,Excelente servicio y comida.
42,199,1,2024-06-29,Buena relación entre precio y calidad.
36,134,3,2026-02-22,El ambiente fue agradable.
487,45,2,2024-12-31,El ambiente fue agradable.
310,144,2,2024-06-30,Buena relación entre precio y calidad.
312,6,3,2025-01-20,Excelente servicio y comida.
486,175,3,2024-12-06,La comida estuvo deliciosa.
327,177,5,2025-01-28,La experiencia fue aceptable.
298,22,2,2026-01-22,El ambiente fue agradable.
19,122,3,2024-09-07,La atención fue rápida.
102,91,3,2025-03-28,Los platillos estuvieron bien preparados.
274,121,5,2024-06-27,El servicio puede mejorar.
472,91,4,2025-11-27,Los platillos estuvieron bien preparados.
225,116,3,2025-05-16,Excelente servicio y comida.
22,73,4,2024-10-04,Excelente servicio y comida.
454,139,1,2025-03-20,Excelente servicio y comida.
283,122,1,2025-06-07,El servicio puede mejorar.
489,106,4,2025-06-11,Los platillos estuvieron bien preparados.
138,96,3,2025-05-23,La comida estuvo deliciosa.
45,155,5,2024-12-22,El servicio puede mejorar.
91,98,2,2026-03-07,Muy buena experiencia.
60,29,3,2025-12-20,Muy buena experiencia.
482,192,1,2026-01-24,Excelente servicio y comida.
408,42,2,2025-01-04,Regresaría nuevamente.
278,165,4,2025-03-12,La comida estuvo deliciosa.
310,107,5,2024-09-13,La comida estuvo deliciosa.
74,91,4,2026-01-05,El ambiente fue agradable.
302,32,4,2024-12-09,El ambiente fue agradable.
179,181,5,2025-06-17,Buena relación entre precio y calidad.
467,52,5,2025-04-17,Regresaría nuevamente.
38,144,4,2025-03-13,La atención fue rápida.
281,152,4,2026-03-09,La experiencia fue aceptable.
53,14,4,2025-11-11,Muy buena experiencia.
255,8,3,2025-04-22,La experiencia fue aceptable.
131,138,3,2025-10-27,Buena relación entre precio y calidad.
190,12,2,2025-10-21,Regresaría nuevamente.
127,147,4,2026-02-05,Los platillos estuvieron bien preparados.
139,20,2,2025-08-25,El ambiente fue agradable.
58,138,2,2025-08-14,El servicio puede mejorar.
396,70,3,2024-09-07,La comida estuvo deliciosa.
238,141,5,2025-08-01,Buena relación entre precio y calidad.
44,12,4,2024-12-17,Regresaría nuevamente.
211,197,2,2026-04-01,El servicio puede mejorar.
207,141,3,2026-02-19,El ambiente fue agradable.
312,154,4,2024-11-02,El servicio puede mejorar.
258,92,5,2025-03-16,La atención fue rápida.
306,130,3,2025-05-31,El servicio puede mejorar.
430,200,4,2024-10-10,Muy buena experiencia.
448,97,1,2025-11-08,La experiencia fue aceptable.
329,126,1,2024-10-26,El servicio puede mejorar.
210,51,2,2025-10-01,Excelente servicio y comida.
173,181,5,2026-02-10,El servicio puede mejorar.
459,169,2,2025-08-05,La atención fue rápida.
321,112,4,2025-12-30,El servicio puede mejorar.
263,21,5,2025-06-03,La atención fue rápida.
417,196,5,2024-10-30,La experiencia fue aceptable.
353,60,1,2026-05-18,La atención fue rápida.
489,177,4,2026-02-28,El servicio puede mejorar.
99,158,1,2024-08-16,Excelente servicio y comida.
229,155,3,2024-10-13,El servicio puede mejorar.
480,2,5,2025-07-27,La comida estuvo deliciosa.
130,165,4,2025-10-31,Buena relación entre precio y calidad.
379,101,5,2025-10-26,El servicio puede mejorar.
248,16,2,2025-08-11,Muy buena experiencia.
227,104,1,2026-01-09,Excelente servicio y comida.
193,145,1,2025-04-23,El ambiente fue agradable.
481,135,1,2026-03-14,Excelente servicio y comida.
327,13,2,2026-03-17,La atención fue rápida.
85,131,3,2025-05-20,Regresaría nuevamente.
185,74,5,2024-12-20,La comida estuvo deliciosa.
259,74,5,2024-12-18,La atención fue rápida.
46,113,3,2025-02-21,El servicio puede mejorar.
252,105,2,2025-02-05,La atención fue rápida.
49,116,5,2025-05-18,Los platillos estuvieron bien preparados.
469,142,1,2026-03-16,Excelente servicio y comida.
95,146,3,2024-11-23,El ambiente fue agradable.
48,195,2,2025-02-19,Excelente servicio y comida.
178,135,3,2026-02-17,Buena relación entre precio y calidad.
95,36,3,2024-11-10,La comida estuvo deliciosa.
392,65,1,2026-05-26,Muy buena experiencia.
83,35,1,2025-12-14,Los platillos estuvieron bien preparados.
340,36,1,2024-09-30,Regresaría nuevamente.
169,12,3,2026-01-06,Buena relación entre precio y calidad.
116,57,5,2024-11-13,El servicio puede mejorar.
232,122,3,2025-06-19,El servicio puede mejorar.
308,44,1,2025-06-04,La atención fue rápida.
453,29,4,2024-10-02,La experiencia fue aceptable.
394,47,4,2026-04-30,Los platillos estuvieron bien preparados.
266,189,1,2026-02-25,La experiencia fue aceptable.
359,67,3,2026-02-10,La comida estuvo deliciosa.
214,92,2,2026-02-05,Los platillos estuvieron bien preparados.
90,31,3,2025-07-19,Muy buena experiencia.
334,68,3,2026-04-19,El ambiente fue agradable.
362,59,4,2024-11-23,La atención fue rápida.
430,72,2,2026-06-13,El ambiente fue agradable.
444,9,1,2025-01-13,Los platillos estuvieron bien preparados.
315,134,5,2024-12-07,El servicio puede mejorar.
136,174,1,2025-03-18,Excelente servicio y comida.
176,154,2,2025-09-30,El servicio puede mejorar.
124,195,3,2024-09-12,La experiencia fue aceptable.
50,130,3,2025-01-19,La atención fue rápida.
182,168,1,2024-12-12,Buena relación entre precio y calidad.
19,33,2,2026-06-03,La atención fue rápida.
481,26,1,2024-07-27,Los platillos estuvieron bien preparados.
49,9,4,2026-04-27,El servicio puede mejorar.
38,39,1,2025-06-18,La atención fue rápida.
41,82,4,2025-05-02,Excelente servicio y comida.
200,96,3,2026-01-06,Muy buena experiencia.
202,84,5,2026-01-03,Excelente servicio y comida.
479,43,1,2026-06-20,La experiencia fue aceptable.
255,44,1,2025-01-18,La atención fue rápida.
380,131,1,2025-07-28,La experiencia fue aceptable.
328,87,1,2026-03-19,El ambiente fue agradable.
433,176,3,2025-03-19,Los platillos estuvieron bien preparados.
334,127,3,2026-06-22,El servicio puede mejorar.
115,138,5,2024-09-21,El ambiente fue agradable.
308,117,5,2025-03-05,El servicio puede mejorar.
327,172,4,2025-05-12,La atención fue rápida.
350,77,2,2026-03-09,La experiencia fue aceptable.
168,42,4,2024-09-26,La atención fue rápida.
269,26,3,2025-08-23,Muy buena experiencia.
175,57,4,2026-03-04,Regresaría nuevamente.
127,156,3,2024-08-25,Muy buena experiencia.
246,83,3,2024-08-30,La comida estuvo deliciosa.
456,39,2,2025-02-05,Excelente servicio y comida.
104,86,3,2025-04-20,El ambiente fue agradable.
315,164,1,2026-05-06,La experiencia fue aceptable.
180,197,2,2024-07-25,Excelente servicio y comida.
430,18,1,2024-07-29,Muy buena experiencia.
112,97,3,2025-07-06,Buena relación entre precio y calidad.
39,71,2,2024-11-21,Los platillos estuvieron bien preparados.
346,179,3,2024-07-12,Excelente servicio y comida.
283,89,1,2026-05-10,Regresaría nuevamente.
155,161,2,2025-11-26,La experiencia fue aceptable.
88,9,4,2025-07-17,Buena relación entre precio y calidad.
387,140,4,2025-10-04,La experiencia fue aceptable.
37,50,5,2024-09-04,La experiencia fue aceptable.
94,20,5,2024-07-20,El servicio puede mejorar.
476,199,2,2025-08-19,Buena relación entre precio y calidad.
300,101,5,2024-09-09,La atención fue rápida.
393,72,5,2026-02-02,Regresaría nuevamente.
43,148,1,2024-12-24,Excelente servicio y comida.
188,179,2,2026-01-05,Los platillos estuvieron bien preparados.
76,189,2,2025-03-18,Los platillos estuvieron bien preparados.
344,145,4,2026-06-10,Regresaría nuevamente.
78,161,3,2026-05-28,La experiencia fue aceptable.
276,165,1,2026-01-09,La experiencia fue aceptable.
268,145,1,2025-11-23,Buena relación entre precio y calidad.
28,118,5,2025-08-14,Excelente servicio y comida.
78,188,3,2024-08-27,Buena relación entre precio y calidad.
478,53,3,2026-03-25,Excelente servicio y comida.
168,39,5,2025-05-25,Buena relación entre precio y calidad.
464,86,4,2024-07-24,El servicio puede mejorar.
277,16,2,2024-11-28,Buena relación entre precio y calidad.
83,27,3,2024-07-30,El ambiente fue agradable.
4,198,2,2025-09-30,Excelente servicio y comida.
106,113,5,2026-03-05,Buena relación entre precio y calidad.
121,30,5,2026-05-19,La comida estuvo deliciosa.
27,32,4,2025-10-16,Regresaría nuevamente.
447,98,2,2026-04-28,La atención fue rápida.
60,94,5,2025-07-05,La experiencia fue aceptable.
149,175,2,2025-10-18,Buena relación entre precio y calidad.
394,36,1,2025-09-02,La comida estuvo deliciosa.
29,190,3,2025-07-31,La experiencia fue aceptable.
327,140,2,2025-01-23,Muy buena experiencia.
155,41,3,2025-08-02,Regresaría nuevamente.
184,23,3,2026-04-08,Regresaría nuevamente.
101,132,3,2025-09-03,Excelente servicio y comida.
351,77,3,2026-01-06,Regresaría nuevamente.
356,60,5,2024-08-18,El servicio puede mejorar.
493,40,4,2025-12-17,La comida estuvo deliciosa.
460,32,1,2025-05-18,Muy buena experiencia.
156,97,1,2025-06-28,Buena relación entre precio y calidad.
163,12,3,2024-10-16,La comida estuvo deliciosa.
64,8,1,2025-02-21,Regresaría nuevamente.
436,19,4,2025-07-05,El servicio puede mejorar.
35,90,3,2026-01-27,Buena relación entre precio y calidad.
59,167,2,2025-09-01,La experiencia fue aceptable.
225,83,4,2025-08-11,Excelente servicio y comida.
385,193,1,2024-11-29,La atención fue rápida.
83,49,5,2024-09-14,Excelente servicio y comida.
304,171,5,2025-11-28,Regresaría nuevamente.
471,156,3,2026-04-24,Excelente servicio y comida.
267,74,3,2026-02-22,La experiencia fue aceptable.
449,84,5,2024-07-24,Buena relación entre precio y calidad.
34,127,5,2026-03-31,La atención fue rápida.
248,148,1,2025-05-27,La experiencia fue aceptable.
430,14,3,2024-07-23,Regresaría nuevamente.
361,147,1,2025-08-30,Los platillos estuvieron bien preparados.
240,172,5,2025-10-10,El ambiente fue agradable.
444,160,3,2025-03-21,Buena relación entre precio y calidad.
138,116,1,2024-09-26,La comida estuvo deliciosa.
430,178,3,2024-09-12,Buena relación entre precio y calidad.
44,83,5,2026-01-10,Los platillos estuvieron bien preparados.
470,141,3,2024-07-11,La atención fue rápida.
405,90,5,2025-05-28,El ambiente fue agradable.
346,143,5,2025-07-16,El ambiente fue agradable.
418,143,3,2024-08-30,El servicio puede mejorar.
184,169,1,2025-08-30,Los platillos estuvieron bien preparados.
287,96,2,2026-01-23,La experiencia fue aceptable.
36,38,1,2026-03-10,Los platillos estuvieron bien preparados.
402,140,5,2025-03-06,La atención fue rápida.
372,27,4,2026-03-18,Buena relación entre precio y calidad.
93,97,5,2024-11-28,Los platillos estuvieron bien preparados.
74,41,4,2026-05-16,Regresaría nuevamente.
254,151,4,2024-06-22,Regresaría nuevamente.
251,87,2,2025-06-23,La atención fue rápida.
49,67,5,2024-07-21,El ambiente fue agradable.
398,62,5,2025-06-19,El ambiente fue agradable.
109,99,2,2024-07-12,Los platillos estuvieron bien preparados.
368,27,2,2025-06-12,La comida estuvo deliciosa.
64,15,2,2025-11-10,La atención fue rápida.
