usuario_id,restaurante_id,fecha_visita,consumo,con_reserva
170,91,2026-03-13,226.52,true
267,124,2025-07-19,492.64,true
9,77,2024-12-25,423.1,true
269,86,2025-11-22,223.87,false
19,120,2025-10-23,590.76,false
485,103,2025-03-30,458.14,true
80,136,2025-12-08,303.34,false
149,10,2026-02-02,254.09,false
407,33,2025-09-07,73.15,true
299,31,2026-03-14,604.73,true
286,112,2025-08-06,604.36,true
246,176,2026-05-17,284.97,true
86,14,2026-05-07,48.95,true
414,41,2024-08-03,458.3,false
239,14,2024-09-01,42.76,true
463,122,2024-12-30,46.33,false
426,110,2025-04-09,277.99,false
319,87,2024-08-19,539.53,false
41,124,2026-06-18,297.65,false
230,192,2024-08-30,637.05,false
16,149,2024-08-19,183.94,false
367,95,2026-04-22,53.17,true
172,36,2026-04-17,267.52,false
246,29,2025-10-31,318.45,true
258,112,2025-03-06,463.14,true
173,197,2025-03-29,320.27,false
136,169,2024-07-21,576.44,true
239,66,2024-11-30,152.99,true
383,118,2026-03-07,577.94,false
94,36,2026-05-07,60.16,false
428,158,2024-10-09,576.35,true
478,51,2024-10-14,278.72,false
247,117,2025-01-27,349.48,true
430,89,2025-11-08,478.2,true
459,177,2025-11-28,402.49,false
415,199,2025-08-14,295.19,false
279,21,2026-03-26,68.59,false
246,199,2025-10-13,542.16,false
288,81,2025-07-07,210.67,true
457,199,2025-05-19,499.36,false
198,178,2024-10-24,616.54,true
396,141,2025-02-06,616.53,false
135,33,2026-06-11,361.44,false
135,198,2025-01-08,359.51,false
398,164,2024-11-18,251.75,true
461,150,2025-10-23,538.2,true
62,121,2024-10-10,341.35,true
481,26,2025-01-10,608.11,false
20,4,2026-05-23,340.82,true
394,20,2025-05-22,394.59,false
391,156,2025-02-14,94.14,true
206,144,2025-02-17,347.36,true
110,23,2025-03-09,517.36,true
85,33,2026-03-13,578.89,true
463,69,2026-05-24,434.1,true
105,129,2026-03-02,311.87,true
474,16,2026-05-29,504.59,false
369,187,2025-10-29,145.45,true
309,26,2025-01-11,405.97,true
300,167,2026-04-26,271.48,true
362,180,2026-02-25,348.05,true
415,125,2024-10-27,166.65,true
197,150,2025-12-10,75.93,false
32,71,2025-02-21,640.28,false
98,190,2024-08-22,96.01,true
270,71,2025-11-25,469.23,true
173,114,2026-06-18,372.67,false
45,61,2025-03-25,109.44,true
234,17,2024-07-23,396.96,false
205,106,2026-02-25,330.46,true
319,139,2025-02-05,67.72,true
161,185,2025-12-13,316.75,false
196,183,2025-08-15,384.05,false
493,39,2026-04-03,441.44,true
30,23,2025-05-19,231.66,true
442,97,2025-09-10,89.54,true
249,42,2025-05-19,444.98,true
332,169,2026-03-08,268.33,true
89,50,2025-05-01,197.26,true
465,53,2024-07-25,125.74,true
307,7,2025-10-07,504.37,true
155,48,2024-07-22,612.69,true
15,167,2026-06-19,586.3,false
294,93,2025-03-02,327.01,true
232,25,2026-03-01,149.98,true
221,100,2024-12-14,191.39,false
225,27,2024-08-15,390.42,true
46,164,2025-11-02,72.29,false
141,122,2025-12-01,443.51,false
217,110,2025-09-24,559.85,true
394,66,2026-02-19,198.58,true
174,174,2026-06-13,52.44,false
351,17,2026-03-09,466.51,true
99,149,2024-09-27,621.07,true
131,166,2026-06-19,48.05,true
110,185,2025-11-02,317.02,true
394,30,2025-06-29,343.4,true
30,94,2026-02-19,132.94,true
49,84,2024-09-12,56.72,true
283,141,2026-01-28,560.33,false
458,182,2026-05-27,234.45,true
141,113,2025-01-02,366.02,false
90,18,2025-09-28,118.97,false
5,37,2025-08-08,280.45,false
304,137,2026-03-16,83.16,false
376,116,2025-12-23,118.77,true
359,153,2025-03-13,530.81,true
489,65,2026-05-12,351.99,true
270,111,2025-09-16,166.8,false
480,7,2026-03-04,523.66,true
62,158,2025-07-18,347.05,true
180,113,2025-02-02,252.82,true
276,16,2026-01-08,289.6,false
81,96,2024-11-11,510.21,false
386,154,2026-06-11,326.27,false
96,68,2025-03-16,511.19,false
449,48,2025-12-12,423.09,false
36,167,2026-05-26,324.27,false
113,85,2024-10-16,512.96,false
78,73,2024-09-10,495.9,true
250,103,2025-05-18,383.88,false
15,61,2025-07-22,183.13,false
179,200,2025-09-17,172.55,false
11,161,2025-10-04,136.17,true
449,168,2025-03-16,417.22,false
156,26,2026-03-18,141.0,true
198,91,2025-07-18,43.84,true
310,141,2025-01-03,315.75,true
26,198,2025-11-20,213.57,true
355,50,2026-04-16,387.97,true
27,18,2026-01-24,447.89,true
169,193,2025-10-31,582.71,true
5,41,2026-06-08,316.5,true
474,1,2024-12-12,455.02,true
483,44,2025-11-12,309.05,false
173,191,2025-11-22,234.17,true
117,90,2026-01-25,548.83,true
478,82,2025-09-14,270.24,true
298,144,2025-11-22,476.47,false
23,103,2025-10-15,245.34,false
75,103,2024-12-16,172.25,false
20,157,2025-03-27,552.14,true
39,148,2025-07-11,131.84,true
47,106,2025-04-08,450.34,true
372,92,2024-11-20,583.62,true
253,116,2024-08-09,325.28,true
478,198,2025-04-16,199.68,false
47,60,2025-04-02,340.29,false
68,16,2026-04-16,428.38,true
271,139,2024-12-04,571.83,true
478,106,2025-06-06,372.22,true
401,37,2025-12-12,464.26,true
54,70,2026-06-02,509.0,true
394,14,2026-05-12,61.37,true
295,42,2026-06-15,542.17,true
64,172,2025-02-14,82.46,false
476,131,2024-09-30,513.25,true
351,53,2024-07-19,566.85,true
192,75,2024-08-22,407.63,true
330,74,2024-07-27,585.62,false
94,149,2025-11-14,590.63,true
386,163,2026-03-04,604.39,true
405,67,2026-03-10,77.95,true
489,123,2026-02-20,571.41,false
325,44,2025-04-09,402.56,true
482,131,2025-11-27,474.15,true
262,157,2026-04-23,294.66,true
160,136,2024-09-20,536.58,true
1,24,2025-08-03,637.14,false
248,1,2026-01-21,583.11,false
403,36,2025-11-05,434.53,false
346,170,2024-12-11,127.02,true
31,78,2024-07-03,166.13,false
343,129,2024-09-11,164.07,false
469,47,2024-12-17,382.73,false
499,136,2024-09-20,390.86,true
124,22,2024-09-22,611.39,false
277,172,2025-08-17,170.69,true
402,54,2025-04-11,604.8,true
405,67,2025-10-24,150.36,true
497,13,2026-04-20,359.57,true
207,121,2025-01-16,469.18,true
211,144,2025-04-10,108.41,false
126,15,2025-10-10,113.71,true
175,156,2025-10-13,347.34,true
1,104,2024-11-26,235.29,true
295,190,2025-07-12,536.78,true
96,15,2026-01-28,622.38,false
374,6,2025-09-27,282.46,false
93,157,2025-09-20,189.17,true
53,33,2025-01-19,485.82,true
420,154,2024-11-15,191.19,false
232,7,2025-09-10,119.32,true
465,134,2025-05-25,610.44,true
325,127,2025-11-11,414.45,true
464,26,2025-09-21,574.19,true
166,167,2026-05-04,145.99,true
500,185,2026-04-01,386.08,true
233,78,2025-12-27,475.45,true
350,169,2024-07-11,321.82,true
101,73,2026-06-11,452.6,false
188,88,2024-12-10,95.93,true
467,47,2026-06-01,165.47,true
345,125,2026-02-15,493.87,false
48,14,2025-06-13,581.29,true
322,172,2026-01-29,181.73,false
106,60,2025-08-09,210.41,true
238,40,2025-01-07,608.37,true
199,80,2025-10-02,592.14,true
93,96,2025-03-22,460.72,false
389,166,2025-06-04,581.01,true
396,76,2025-03-01,604.68,true
48,4,2025-04-11,473.16,false
206,109,2025-03-12,198.06,true
464,128,2025-01-28,421.91,false
425,120,2026-06-05,116.05,false
489,56,2026-04-16,197.26,false
415,57,2025-06-08,146.72,false
322,182,2026-03-30,628.68,true
328,59,2025-05-05,60.0,false
12,11,2024-07-02,81.71,false
28,73,2026-01-16,559.89,true
459,148,2025-04-04,155.02,true
301,131,2025-07-16,628.02,true
352,73,2026-03-06,467.63,false
457,25,2025-04-09,297.32,true
130,132,2026-03-10,300.88,true
155,32,2026-03-04,148.19,true
389,157,2026-06-01,563.51,true
63,15,2026-04-04,317.83,false
183,86,2025-04-07,180.37,true
264,84,2024-06-26,142.23,true
234,68,2024-09-30,138.37,true
50,158,2025-02-09,115.44,false
32,93,2025-11-24,105.81,true
53,182,2024-11-25,571.49,false
198,43,2024-09-14,521.12,true
454,5,2025-08-21,314.3,false
269,101,2024-08-24,200.82,false
467,172,2024-11-10,260.0,false
361,69,2025-07-29,636.38,false
313,87,2025-03-15,313.61,true
500,167,2025-07-22,354.32,true
487,71,2026-01-11,198.86,false
82,37,2024-09-27,444.7,true
295,66,2025-03-17,249.48,false
320,35,2024-11-24,241.87,false
373,15,2026-05-14,543.28,false
249,10,2025-02-12,43.12,false
421,42,2025-02-16,602.67,false
116,167,2024-10-25,579.08,true
264,108,2026-05-23,140.85,true
499,130,2025-11-27,395.02,false
173,20,2025-03-27,163.27,false
219,28,2025-03-11,272.64,true
247,192,2025-04-16,375.08,false
108,63,2024-08-16,44.92,true
28,115,2025-01-20,43.1,false
20,65,2024-10-07,442.0,false
164,129,2025-09-03,363.77,true
242,158,2026-01-05,206.12,false
147,195,2025-04-27,550.05,false
70,83,2025-02-21,508.07,true
146,7,2025-02-04,79.8,true
40,68,2024-12-01,371.31,false
273,66,2024-12-23,589.27,true
90,40,2026-06-10,491.23,true
312,113,2024-11-07,181.69,true
124,31,2026-03-28,193.53,false
422,11,2024-09-28,321.95,false
369,115,2025-04-13,170.52,false
364,15,2025-08-29,371.75,true
148,47,2024-12-02,67.11,false
76,191,2025-12-02,482.72,false
171,80,2026-01-09,322.43,true
59,110,2025-08-09,313.27,true
371,87,2025-05-19,600.89,true
381,99,2025-01-13,624.18,true
55,182,2025-05-27,538.96,true
27,164,2024-07-12,107.55,true
322,10,2025-09-21,85.04,true
359,119,2026-02-17,147.88,true
157,180,2024-12-22,515.39,true
72,131,2024-10-12,628.62,false
110,52,2026-02-23,160.71,true
13,43,2025-06-27,408.39,true
93,17,2025-11-11,372.19,true
117,60,2026-02-05,338.13,true
100,53,2026-06-12,267.43,true
414,200,2025-04-16,295.27,true
445,26,2024-11-16,399.56,true
436,112,2024-12-11,445.95,false
374,19,2024-06-22,339.75,true
132,192,2024-12-04,574.36,false
266,107,2024-12-23,215.08,false
385,184,2025-06-29,60.54,true
17,68,2025-04-07,378.87,true
171,79,2025-08-01,353.79,true
194,186,2026-04-11,414.61,true
331,53,2025-01-06,333.3,true
140,98,2024-07-09,296.71,true
133,109,2024-09-03,171.23,false
414,119,2025-12-21,476.79,false
279,162,2025-10-05,457.51,true
356,12,2024-08-09,268.91,false
336,127,2025-07-09,375.14,false
73,16,2024-07-30,117.06,true
310,107,2024-08-09,231.42,false
106,195,2024-09-26,59.33,true
137,54,2026-03-29,159.53,false
40,90,2025-03-09,381.79,true
253,163,2026-03-29,568.19,true
178,171,2025-10-01,600.74,false
187,157,2025-08-17,209.77,false
190,155,2024-07-31,321.22,false
116,70,2025-08-01,300.56,false
47,23,2026-05-13,370.65,true
491,156,2024-11-12,567.52,true
457,5,2026-03-18,482.36,true
247,4,2025-03-17,555.56,true
60,21,2025-04-03,176.27,false
238,2,2024-08-27,319.83,false
235,196,2025-07-05,573.11,false
449,80,2025-06-13,254.02,true
205,153,2026-05-15,428.32,true
80,40,2025-04-04,518.1,true
204,1,2024-08-05,234.79,false
80,45,2025-12-13,37.61,false
360,29,2026-05-26,290.95,true
376,61,2025-02-17,449.07,true
172,37,2026-04-21,68.79,false
419,152,2024-10-14,42.76,true
433,48,2024-12-12,581.02,true
177,31,2025-04-04,301.41,true
39,166,2024-07-24,82.79,true
476,128,2025-11-04,219.24,true
434,6,2026-03-04,610.03,true
20,195,2025-05-19,558.78,true
254,66,2024-11-25,373.34,true
495,88,2024-12-08,362.05,true
31,116,2024-07-06,383.75,true
113,193,2024-10-21,251.54,false
482,151,2025-09-01,376.86,true
147,6,2024-07-01,154.69,false
316,10,2025-12-28,538.53,false
174,189,2025-03-01,460.45,false
36,173,2026-01-17,227.87,true
239,125,2024-09-17,63.46,true
39,163,2026-06-21,587.49,true
305,96,2025-08-07,591.51,false
74,169,2025-10-08,39.01,false
329,133,2025-03-05,649.74,true
361,15,2025-05-22,613.06,true
469,124,2025-10-05,541.85,true
216,195,2025-01-09,284.64,true
191,46,2026-04-17,128.97,false
91,120,2025-05-01,355.35,true
38,64,2025-05-20,363.98,false
178,23,2025-05-30,335.54,false
217,29,2024-09-10,59.16,false
385,188,2025-02-13,200.22,true
183,154,2024-10-26,260.72,false
475,199,2025-10-31,468.15,true
326,110,2025-11-13,210.55,false
297,191,2025-02-18,115.92,true
200,186,2025-04-28,175.33,false
221,179,2026-02-18,101.79,false
288,31,2025-11-20,308.75,false
327,58,2024-10-28,482.82,true
100,60,2025-01-12,180.43,false
230,103,2024-09-08,310.5,false
485,162,2024-12-03,414.41,false
394,68,2024-06-25,295.44,false
163,166,2025-03-15,355.36,false
212,164,2024-11-01,42.31,false
119,54,2026-03-26,579.31,true
469,163,2026-05-08,334.83,false
155,169,2025-07-11,317.6,true
364,168,2024-12-27,51.03,true
135,112,2025-02-20,637.12,false
194,137,2025-11-01,639.1,true
279,153,2025-05-14,450.36,true
384,51,2024-12-13,41.7,false
485,27,2024-07-01,166.07,false
153,139,2025-01-04,349.87,true
225,177,2025-08-23,410.42,false
189,42,2025-03-13,170.56,true
492,88,2025-10-27,172.88,true
369,117,2026-05-20,201.96,true
405,135,2026-03-13,629.4,false
44,15,2026-05-30,229.37,true
54,4,2024-08-11,97.88,false
425,165,2026-02-14,207.5,true
139,139,2024-11-15,70.55,true
151,190,2025-08-24,164.13,true
270,113,2024-11-22,396.71,true
450,92,2026-04-06,598.83,false
199,18,2026-02-06,302.78,false
451,30,2025-06-02,108.33,true
173,134,2025-10-28,512.26,false
434,180,2026-05-26,72.26,true
10,130,2026-05-07,320.28,true
301,57,2025-02-25,141.27,false
452,194,2025-06-08,586.46,true
64,30,2024-12-01,608.77,true
106,125,2026-02-14,616.72,false
362,118,2025-05-04,264.75,true
370,167,2024-10-12,41.31,true
190,38,2024-12-31,249.81,false
288,7,2026-02-22,388.21,true
186,189,2024-12-16,66.42,false
39,131,2025-05-02,437.48,true
300,25,2025-12-02,273.4,true
261,198,2025-02-28,410.22,true
208,163,2025-10-27,314.75,true
320,181,2025-03-12,138.96,true
316,110,2024-11-28,466.85,true
472,50,2025-06-23,477.56,true
169,104,2024-10-29,539.53,false
234,81,2026-05-11,326.5,true
201,13,2024-08-14,109.15,true
23,82,2025-05-16,468.87,true
73,183,2024-12-17,636.87,true
391,22,2024-11-19,608.34,true
160,46,2026-03-17,58.72,false
180,113,2024-07-26,135.52,true
371,18,2025-07-23,134.61,false
122,91,2026-03-07,541.95,false
41,117,2025-02-10,289.26,true
286,45,2024-09-14,357.06,true
303,119,2025-11-10,209.02,true
374,67,2025-01-07,287.34,false
374,186,2025-01-22,345.64,true
250,13,2026-02-22,37.37,true
337,38,2026-01-09,505.83,true
215,137,2024-10-31,225.73,true
36,57,2025-01-14,575.94,true
276,129,2024-07-29,638.3,true
338,133,2024-12-03,552.54,true
228,7,2024-08-12,142.21,false
435,28,2025-05-16,250.84,false
320,98,2025-08-24,396.33,true
285,163,2026-06-14,250.67,true
389,4,2024-06-29,625.13,true
439,106,2024-09-02,324.69,true
295,55,2025-04-03,328.1,false
7,146,2024-09-24,647.63,true
490,178,2024-11-21,358.74,false
406,46,2026-04-11,352.84,false
25,197,2025-03-05,139.26,true
87,113,2026-02-07,405.1,true
397,25,2025-03-15,284.74,true
354,92,2024-07-14,254.66,false
376,129,2026-01-11,573.32,true
427,87,2026-06-05,359.59,false
343,27,2026-04-30,456.96,false
472,118,2025-12-25,74.78,false
330,154,2026-01-14,521.51,true
467,40,2025-12-09,409.48,true
106,185,2025-07-15,372.51,true
81,59,2024-10-01,563.15,true
107,16,2025-04-07,38.58,true
362,172,2025-11-02,369.6,true
354,155,2024-07-01,498.14,false
58,159,2024-08-30,291.75,true
299,193,2025-08-26,309.79,false
209,58,2025-12-16,468.82,false
49,137,2024-09-19,291.51,false
113,64,2025-08-30,152.87,false
247,166,2025-03-28,268.47,true
392,70,2024-09-26,601.54,true
413,5,2026-01-04,174.08,false
407,67,2026-03-30,543.11,false
486,75,2025-10-02,291.6,true
322,11,2026-01-22,196.88,true
473,121,2024-12-26,376.77,true
50,169,2025-07-03,423.76,true
429,22,2026-03-20,445.36,false
322,55,2024-06-27,597.84,false
27,97,2024-12-09,95.05,true
21,41,2025-08-16,239.53,true
131,39,2026-02-02,401.63,true
386,65,2024-08-04,493.34,false
17,164,2024-06-25,215.09,true
286,187,2024-07-27,81.44,true
39,1,2025-11-06,368.52,true
407,165,2025-04-27,331.11,false
418,182,2025-01-17,515.1,true
451,131,2024-10-22,231.94,true
256,191,2025-12-04,592.33,false
348,9,2026-05-22,412.9,true
426,11,2025-08-31,241.25,false
87,56,2024-09-16,615.14,false
390,51,2026-03-15,284.31,false
104,1,2024-12-31,497.48,false
102,8,2025-05-29,210.7,false
228,141,2025-02-06,308.55,true
157,144,2026-01-20,323.89,true
228,115,2026-05-24,634.6,false
172,104,2024-12-09,87.53,true
176,83,2024-07-23,60.32,true
403,137,2026-01-13,96.43,true
93,126,2026-04-22,544.58,true
23,127,2024-08-07,164.87,true
402,188,2025-01-29,70.64,true
453,197,2024-10-20,625.38,true
366,50,2025-01-31,556.97,true
20,95,2026-01-16,170.54,false
369,173,2026-01-28,334.23,false
227,29,2025-01-06,386.68,true
85,163,2026-01-15,502.81,true
371,179,2025-11-04,275.92,false
53,11,2026-04-04,368.78,false
424,141,2025-07-26,89.07,false
20,134,2024-11-12,348.9,true
177,50,2024-06-28,469.69,true
360,21,2025-09-05,392.96,true
259,4,2024-09-27,354.78,true
490,115,2024-09-14,579.68,true
208,123,2025-11-05,111.55,false
421,142,2026-01-09,59.19,false
377,101,2025-12-05,371.42,true
30,188,2026-01-23,159.41,false
185,30,2026-04-11,146.24,false
324,102,2025-05-23,489.05,true
309,48,2026-04-24,287.92,false
327,191,2025-10-09,586.86,true
56,23,2024-09-07,569.06,true
247,167,2025-01-05,556.92,false
208,198,2025-09-13,504.03,true
288,58,2025-11-05,88.98,false
221,176,2026-05-15,371.88,true
99,42,2025-05-05,160.15,false
250,118,2025-06-13,480.85,false
198,63,2026-04-25,527.43,true
55,181,2025-01-09,563.81,true
121,122,2026-03-27,370.16,true
481,184,2025-06-24,210.76,true
286,50,2025-12-17,355.75,false
358,192,2024-09-13,181.52,false
138,130,2024-08-02,138.63,true
65,164,2024-11-05,95.91,true
253,130,2025-02-14,544.2,true
184,65,2024-08-12,318.38,false
19,131,2024-12-22,175.81,false
153,25,2024-10-10,400.48,true
170,89,2024-08-03,150.91,false
322,72,2024-10-20,172.78,true
129,118,2024-11-10,503.2,true
381,142,2024-06-22,73.09,false
367,125,2025-06-25,162.41,true
170,160,2024-08-08,638.68,true
187,100,2025-05-01,294.16,true
128,15,2025-12-27,99.29,false
430,160,2025-12-30,618.97,false
419,76,2025-08-19,276.23,true
138,13,2024-07-18,625.31,false
179,128,2025-07-29,500.13,false
482,91,2024-09-27,216.11,true
79,89,2025-10-21,618.93,true
82,87,2026-02-25,183.67,true
406,68,2026-05-18,312.99,true
13,43,2026-02-25,368.88,false
436,17,2025-06-07,194.81,true
459,128,2024-07-17,254.17,true
267,175,2025-04-11,194.77,false
185,34,2025-01-22,473.98,false
22,52,2024-10-22,51.13,false
375,96,2026-02-20,138.11,false
468,131,2024-12-24,72.72,false
193,57,2025-07-12,274.73,true
418,30,2025-06-01,127.6,false
135,5,2025-11-12,466.75,false
194,88,2024-10-16,295.32,false
139,181,2024-11-04,190.73,true
119,93,2025-07-08,219.61,true
71,115,2025-04-07,439.3,true
297,148,2026-01-05,373.49,true
449,29,2025-04-29,556.52,true
99,150,2024-11-17,94.89,false
270,176,2025-05-02,170.56,true
99,193,2025-03-22,632.99,false
453,81,2025-03-07,457.0,false
250,8,2026-03-08,547.19,true
275,176,2025-08-27,88.08,true
167,120,2024-11-11,537.38,false
245,97,2025-07-01,143.79,false
346,35,2024-10-29,496.05,false
484,81,2025-08-13,399.7,false
267,109,2026-01-29,546.05,false
90,123,2025-01-22,530.6,true
162,97,2024-08-25,477.55,true
231,140,2025-06-20,192.24,true
218,121,2025-02-25,53.88,true
381,74,2025-10-30,583.84,true
23,140,2025-06-08,370.53,true
109,118,2024-10-19,457.8,false
105,1,2026-06-09,467.4,true
382,130,2024-10-28,575.27,false
301,97,2024-09-28,268.64,true
22,71,2024-10-29,353.46,true
411,19,2025-12-19,164.63,false
221,118,2024-09-10,438.4,true
475,155,2025-01-16,515.24,false
454,146,2025-12-11,310.82,false
79,113,2025-12-24,195.21,true
77,200,2025-01-29,173.63,true
133,12,2025-05-24,645.75,true
54,8,2024-10-08,483.85,false
373,74,2026-02-20,196.92,false
190,78,2024-11-18,610.95,false
376,13,2025-05-02,107.32,true
498,132,2025-02-09,648.31,false
84,149,2026-05-04,424.14,false
416,108,2024-11-18,100.58,false
277,1,2024-06-27,71.69,false
71,143,2026-04-28,89.96,true
326,3,2026-06-03,591.92,true
83,124,2025-10-14,223.44,false
163,34,2025-07-13,157.67,false
475,87,2025-10-12,593.88,true
281,173,2025-05-16,142.09,true
461,91,2024-11-15,364.47,true
484,175,2025-10-20,417.98,false
189,110,2025-02-11,590.36,true
42,67,2026-06-12,409.36,false
65,124,2025-03-25,248.66,true
433,119,2026-02-21,360.85,false
271,6,2024-11-17,392.03,true
400,38,2024-08-15,465.65,false
267,165,2026-05-13,579.44,false
66,18,2024-10-08,585.38,false
178,15,2025-11-12,168.37,false
72,176,2025-01-23,287.44,true
93,190,2026-02-11,539.27,false
45,83,2024-11-07,259.09,true
442,79,2025-07-18,234.52,true
459,81,2026-02-27,222.56,true
377,110,2026-04-26,422.99,true
473,79,2024-08-28,345.04,true
430,188,2026-03-06,73.13,true
278,180,2025-04-12,529.37,true
329,186,2025-06-25,77.78,true
493,126,2024-10-02,617.86,true
55,30,2025-06-09,431.2,false
432,85,2025-09-22,469.47,true
165,101,2024-07-25,232.68,false
59,73,2026-06-01,622.41,true
157,135,2024-08-17,351.27,true
289,98,2024-09-19,562.61,true
350,167,2026-04-04,573.56,true
43,198,2024-07-16,627.92,true
196,20,2025-12-18,36.82,false
382,92,2026-02-01,158.57,false
343,107,2026-04-19,609.55,true
222,136,2025-07-13,305.88,false
181,112,2025-07-21,598.68,true
12,25,2025-01-18,502.92,true
353,177,2026-01-10,639.58,true
237,96,2024-10-20,525.84,true
345,24,2026-05-11,161.19,false
418,43,2025-05-20,350.4,false
280,167,2025-02-18,131.77,false
148,151,2026-04-22,365.24,true
187,13,2026-05-11,171.73,false
93,49,2025-12-19,472.91,true
406,5,2025-03-27,358.82,true
14,169,2025-09-30,557.09,false
172,57,2024-07-08,392.07,false
394,106,2025-03-22,104.27,false
390,87,2024-09-23,376.09,true
186,32,2024-08-24,532.79,true
129,90,2025-12-23,331.05,true
109,73,2025-12-11,568.87,true
47,83,2025-04-03,254.39,false
85,45,2025-03-30,556.58,false
200,146,2026-02-12,252.39,true
121,26,2025-06-26,649.03,true
197,139,2024-07-08,433.82,true
463,15,2024-08-23,586.55,false
2,32,2024-08-09,498.91,false
353,174,2024-06-29,572.45,true
403,94,2024-06-30,356.57,false
38,97,2025-07-15,477.6,true
342,117,2024-07-09,485.69,false
112,28,2025-08-03,462.58,false
422,186,2025-10-22,166.78,false
245,22,2024-10-25,185.04,true
364,121,2026-02-25,35.95,true
383,59,2025-06-12,260.75,true
4,137,2025-10-29,456.34,true
148,188,2024-11-04,374.65,false
198,70,2025-03-09,416.71,true
457,194,2025-10-17,638.62,false
458,78,2024-10-27,376.23,true
340,111,2025-07-11,71.61,true
230,157,2025-07-13,419.88,false
63,134,2025-08-22,208.95,true
366,47,2025-11-09,81.38,false
50,8,2025-08-14,363.52,true
402,19,2026-03-28,157.9,true
468,186,2025-07-22,346.0,false
220,137,2025-04-27,200.13,true
8,64,2025-07-29,571.87,true
374,114,2025-04-09,527.05,true
251,9,2025-04-28,454.76,true
118,41,2024-08-29,457.11,false
119,119,2024-10-12,623.42,true
73,117,2025-10-01,80.88,true
30,3,2025-10-30,475.72,true
498,186,2025-01-28,199.83,false
486,60,2026-01-21,535.67,false
211,155,2026-01-30,274.21,false
298,11,2024-11-25,497.37,true
343,101,2025-09-12,221.1,true
465,168,2025-09-24,324.55,false
74,51,2026-03-04,60.23,true
489,48,2025-04-05,105.38,true
382,138,2024-11-22,583.06,true
384,167,2025-01-13,86.64,true
356,86,2025-03-14,296.52,true
142,75,2025-05-12,498.67,true
22,199,2024-09-27,434.65,false
473,192,2024-10-18,577.98,true
212,14,2025-07-20,510.49,true
152,93,2024-09-04,234.04,true
499,61,2026-03-28,67.17,true
278,14,2024-12-26,512.37,true
80,185,2024-08-23,46.58,true
305,82,2026-04-01,115.01,false
329,138,2024-10-23,296.2,true
487,84,2024-12-25,84.19,false
161,5,2025-07-03,245.86,false
362,198,2025-04-15,62.16,false
196,94,2026-06-19,220.94,true
163,181,2025-06-01,107.75,true
147,184,2024-06-27,432.63,true
422,45,2025-09-10,71.12,true
121,137,2024-08-03,175.13,true
174,126,2025-03-20,350.94,false
67,101,2025-12-24,592.56,true
391,178,2025-06-12,285.78,false
238,100,2025-10-20,135.36,false
4,58,2025-07-01,332.35,false
140,23,2024-07-10,649.27,false
310,31,2025-07-17,603.84,true
337,68,2025-11-12,494.8,false
256,41,2026-01-27,487.44,true
12,37,2024-07-24,601.07,false
495,36,2025-10-13,154.18,true
63,91,2025-09-30,109.06,true
175,102,2025-12-07,209.81,true
20,71,2026-04-27,550.35,true
58,168,2024-08-28,188.73,true
26,198,2025-10-01,94.86,false
467,94,2025-03-10,41.1,false
311,140,2025-09-02,381.32,true
23,147,2026-01-19,387.33,true
82,109,2025-02-25,88.59,true
421,196,2025-02-05,541.72,true
233,24,2024-11-21,49.77,true
162,104,2025-10-15,527.35,true
123,68,2025-02-06,353.32,true
315,25,2025-05-07,131.74,true
287,163,2025-02-23,334.37,false
10,193,2025-08-10,428.15,false
283,12,2026-03-14,79.24,false
293,66,2024-09-15,188.21,true
466,110,2026-06-06,358.41,false
111,184,2025-11-01,48.06,false
168,62,2025-09-07,502.35,false
452,89,2024-07-12,409.39,true
256,188,2024-11-21,189.64,true
466,37,2026-06-01,552.01,false
226,10,2025-08-06,155.44,true
423,115,2026-05-05,62.34,true
488,31,2026-03-31,276.47,false
67,13,2026-06-18,590.18,true
142,128,2024-06-30,250.85,true
8,193,2025-10-07,79.86,true
253,93,2025-11-24,397.95,true
98,15,2024-12-31,257.3,true
117,24,2025-09-24,525.92,true
378,108,2025-01-29,525.98,false
356,107,2025-04-21,80.41,false
182,161,2026-02-14,365.23,true
206,79,2025-03-08,628.99,true
347,61,2024-10-23,99.67,false
251,166,2025-03-27,249.96,true
69,26,2024-07-25,418.11,true
100,182,2025-06-16,357.08,false
206,122,2025-12-30,370.25,false
276,187,2026-02-02,564.78,false
366,107,2025-08-29,384.18,false
32,62,2024-08-16,267.04,true
235,177,2024-11-12,124.79,true
213,191,2025-05-28,44.1,false
122,116,2025-04-28,636.3,false
322,182,2025-08-15,350.9,false
396,176,2025-08-18,519.4,false
348,158,2025-10-12,551.99,false
156,83,2025-03-19,138.77,true
443,1,2026-05-05,148.25,true
330,4,2026-01-21,148.62,false
355,92,2025-02-12,319.76,true
173,95,2025-01-27,335.58,false
292,136,2025-03-17,556.24,true
364,33,2024-12-15,377.55,true
299,123,2025-01-27,83.65,false
381,122,2024-11-29,591.41,true
366,50,2025-01-15,47.2,false
162,200,2025-08-28,613.8,false
428,188,2025-09-20,572.54,false
367,143,2024-06-26,172.8,true
315,112,2026-02-03,358.5,true
153,120,2024-12-10,630.41,true
458,43,2024-08-17,192.92,false
434,150,2025-04-07,244.86,true
217,106,2025-10-25,343.92,true
494,50,2025-10-03,253.09,false
207,130,2025-05-08,538.95,false
